EPNUM,RTYPE,GQTYPE,RELSHIP,QSEX,QAGE,CENHISP,CENRACE,LIVE_ALONE,NUMRACE,PGQSHRT,GQTYPE_PL,VOTING_AGE,TABBLKST,TABBLKCOU,TABTRACTCE,TABBLK,TABBLKGRPCE,AIANNHCE,AIANNHFP,AIANNHNS,AIHHTLI,ANRCFP,ANRCNS,AREALAND,AREAWATER,AREAWATERCSTL,AREAWATERGRLK,AREAWATERINLD,AREAWATERTSEA,CBSAFP,CD116FP,CNECTAFP,CONCITFP,CONCITNS,COUNTYFS,COUNTYNS,COUSUBFP,COUSUBFS,COUSUBNS,CSAFP,DIVISIONCE,ESTATEFP,ESTATENS,INTPTLAT,INTPTLON,LWBLKTYP,MEMI,METDIVFP,NECTADIVFP,NECTAFP,NMEMI,PCICBSA,PCINECTA,PLACEFP,PLACEFS,PLACENS,PUMA,REGIONCE,SDELMLEA,SDSECLEA,SDUNILEA,SLDLST,SLDUST,STATENS,SUBMCDFP,SUBMCDNS,TBLKGRPCE,TRIBALSUBCE,TRIBALSUBFP,TRIBALSUBNS,TTRACTCE,UACE,UATYP,UGACE,UR,VTDST,ZCTA5CE
4480,3,000,29,1,71,2,06,2,1,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4481,3,000,29,1,85,2,11,2,2,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4482,3,000,29,2,44,2,06,2,1,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4483,3,000,29,2,46,2,06,2,1,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4484,3,000,29,2,46,2,06,2,1,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4485,3,000,29,2,48,2,06,2,1,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4486,3,000,29,2,48,2,06,2,1,0,0,2,06,037,109500,2011,2,9999,99999,99999999,9,99999,99999999,46971,0,0,0,0,0,31080,29,999,99999,99999999,A,00277283,92785,S,02378253,348,9,99999,99999999,+34.2680480,-118.4432266,L,1,31084,99999,99999,9,Y,N,44000,A,02410877,03707,4,99999,99999,22710,039,018,01779778,99999,99999999,9,999,99999,99999999,999999,51445,U,99999,U,,91340
4487,3,000,20,2,22,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4488,3,000,20,2,22,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4489,3,000,20,2,22,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4490,3,000,20,2,27,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4491,3,000,20,2,27,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4492,3,000,20,2,27,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4493,3,000,20,2,27,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4494,3,000,20,2,28,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4495,3,000,20,2,28,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4496,3,000,20,2,28,1,01,2,1,0,0,2,16,065,950501,1013,1,9999,99999,99999999,9,99999,99999999,201051,0,0,0,0,0,39940,02,999,99999,99999999,A,00394803,92956,S,01936819,292,8,99999,99999999,+43.8137077,-111.8207284,L,2,99999,99999,99999,9,Y,N,67420,A,02410929,01100,4,99999,99999,01920,034,034,01779783,99999,99999999,9,999,99999,99999999,999999,74260,U,99999,U,653402,83440
4497,3,000,25,1,1,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4498,3,000,25,1,5,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4499,3,000,25,1,5,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4500,3,000,25,1,5,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4501,3,000,25,1,5,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4502,3,000,25,1,5,1,07,2,2,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4503,3,000,25,1,6,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4504,3,000,25,1,6,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4505,3,000,25,1,6,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4506,3,000,25,1,6,1,02,2,1,0,0,1,39,095,001202,1006,1,9999,99999,99999999,9,99999,99999999,62257,0,0,0,0,0,45780,09,999,99999,99999999,A,01074060,77000,F,01086537,534,3,99999,99999999,+41.6876623,-083.4910235,L,1,99999,99999,99999,9,Y,N,77000,A,01086537,00303,2,99999,99999,04490,044,011,01085497,99999,99999999,9,999,99999,99999999,999999,87868,U,99999,U,048ADH,43611
4507,3,000,20,2,79,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4508,3,000,20,2,79,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4509,3,000,20,2,86,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4510,3,000,20,2,86,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4511,3,000,20,2,86,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4512,3,000,20,2,86,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4513,3,000,20,2,86,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4514,3,000,20,2,86,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4515,3,000,20,2,87,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4516,3,000,20,2,88,1,01,1,1,0,0,2,42,043,022401,1000,1,9999,99999,99999999,9,99999,99999999,468093,0,0,0,0,0,25420,10,999,99999,99999999,A,01213667,45056,A,01216360,276,2,99999,99999999,+40.3322900,-076.8327955,L,1,99999,99999,99999,9,9,9,99999,9,99999999,02401,1,99999,99999,05400,105,015,01779798,99999,99999999,9,999,99999,99999999,999999,37081,U,99999,U,000766,17112
4517,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4518,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4519,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4520,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4521,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4522,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4523,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4524,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4525,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4526,5,104,37,1,33,1,02,0,1,1,1,2,12,095,014503,1002,1,9999,99999,99999999,9,99999,99999999,158061,0,0,0,0,0,36740,10,999,99999,99999999,A,00295750,92522,S,01935881,422,5,99999,99999999,+28.5042608,-081.4151016,L,1,99999,99999,99999,9,9,9,99999,9,99999999,09504,3,99999,99999,01440,046,011,00294478,99999,99999999,9,999,99999,99999999,999999,65863,U,99999,U,000632,32839
4527,3,000,20,2,65,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4528,3,000,20,2,65,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4529,3,000,20,2,65,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4530,3,000,20,2,67,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4531,3,000,20,2,67,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4532,3,000,20,2,67,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4533,3,000,20,2,67,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4534,3,000,20,2,67,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4535,3,000,20,2,68,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4536,3,000,20,2,68,1,01,2,1,0,0,2,12,099,005300,4002,4,9999,99999,99999999,9,99999,99999999,185253,0,0,0,0,0,33100,21,999,99999,99999999,A,00295761,91872,S,01935827,370,5,99999,99999999,+26.6419365,-080.0476005,L,1,48424,99999,99999,9,N,N,39081,A,02404870,09905,3,99999,99999,01500,089,031,00294478,99999,99999999,9,999,99999,99999999,999999,56602,U,99999,U,000322,33460
4537,3,000,25,2,18,2,06,2,1,0,0,2,37,063,000600,2015,2,9999,99999,99999999,9,99999,99999999,66927,0,0,0,0,0,20500,01,999,99999,99999999,A,01008550,90932,N,01026653,450,5,99999,99999999,+35.9891131,-078.9314842,L,1,99999,99999,99999,9,Y,N,19000,A,02403521,01301,3,99999,99999,01260,029,020,01027616,99999,99999999,9,999,99999,99999999,999999,25228,U,99999,U,000006,27707
4538,3,000,25,2,18,2,06,2,1,0,0,2,37,063,000600,2015,2,9999,99999,99999999,9,99999,99999999,66927,0,0,0,0,0,20500,01,999,99999,99999999,A,01008550,90932,N,01026653,450,5,99999,99999999,+35.9891131,-078.9314842,L,1,99999,99999,99999,9,Y,N,19000,A,02403521,01301,3,99999,99999,01260,029,020,01027616,99999,99999999,9,999,99999,99999999,999999,25228,U,99999,U,000006,27707
4539,3,000,25,2,19,2,06,2,1,0,0,2,37,063,000600,2015,2,9999,99999,99999999,9,99999,99999999,66927,0,0,0,0,0,20500,01,999,99999,99999999,A,01008550,90932,N,01026653,450,5,99999,99999999,+35.9891131,-078.9314842,L,1,99999,99999,99999,9,Y,N,19000,A,02403521,01301,3,99999,99999,01260,029,020,01027616,99999,99999999,9,999,99999,99999999,999999,25228,U,99999,U,000006,27707
4540,3,000,25,2,19,2,06,2,1,0,0,2,37,063,000600,2015,2,9999,99999,99999999,9,99999,99999999,66927,0,0,0,0,0,20500,01,999,99999,99999999,A,01008550,90932,N,01026653,450,5,99999,99999999,+35.9891131,-078.9314842,L,1,99999,99999,99999,9,Y,N,19000,A,02403521,01301,3,99999,99999,01260,029,020,01027616,99999,99999999,9,999,99999,99999999,999999,25228,U,99999,U,000006,27707
4541,3,000,25,2,19,2,06,2,1,0,0,2,37,063,000600,2015,2,9999,99999,99999999,9,99999,99999999,66927,0,0,0,0,0,20500,01,999,99999,99999999,A,01008550,90932,N,01026653,450,5,99999,99999999,+35.9891131,-078.9314842,L,1,99999,99999,99999,9,Y,N,19000,A,02403521,01301,3,99999,99999,01260,029,020,01027616,99999,99999999,9,999,99999,99999999,999999,25228,U,99999,U,000006,27707
4542,3,000,25,2,19,2,06,2,1,0,0,2,37,063,000600,2015,2,9999,99999,99999999,9,99999,99999999,66927,0,0,0,0,0,20500,01,999,99999,99999999,A,01008550,90932,N,01026653,450,5,99999,99999999,+35.9891131,-078.9314842,L,1,99999,99999,99999,9,Y,N,19000,A,02403521,01301,3,99999,99999,01260,029,020,01027616,99999,99999999,9,999,99999,99999999,999999,25228,U,99999,U,000006,27707
